location,category,parentCategory,state,lat,lon,dateString,month,year,dayOfWeek,dayOfWeekNum,hour,minute,temperature
Golden Gate Bridge San Francisco,Landmarks and Monuments,Historical & Cultural,California,37.8303213,-122.4797496,2018-04-01T18:59:02.000Z,4,2018,Sunday,6,11,59,1
"Sausalito, California",Scenic views and outdoors,Nature & Outdoors,California,37.8590272,-122.4854694,2018-04-01T18:56:34.000Z,4,2018,Sunday,6,11,56,1
"Menlo Park, California",Tech industry and business,Business & Tech,California,37.4519671,-122.1779927,2018-03-30T17:14:34.000Z,3,2018,Friday,4,10,14,30
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2018-03-30T17:11:37.000Z,3,2018,Friday,4,10,11,30
"Menlo Park, California",Tech industry and business,Business & Tech,California,37.4519671,-122.1779927,2018-03-30T17:09:37.000Z,3,2018,Friday,4,10,9,30
"Flatiron District, NYC",Attractions,Tourist Attractions,New York,40.7410722,-73.9896534,2018-03-28T17:41:53.000Z,3,2018,Wednesday,2,13,41,28
Chelsea Market,Dining,Shopping & Dining,New York,40.7420513,-74.0048973,2018-03-28T17:38:15.000Z,3,2018,Wednesday,2,13,38,28
"Ocean City, New Jersey",Beach and boardwalk,Beach & Waterfront,New Jersey,39.277615600000004,-74.5746001,2018-07-10T04:11:22.000Z,7,2018,Tuesday,1,0,11,10
Seven Magic Mountains,Attractions,Tourist Attractions,Nevada,35.8382914,-115.2708787,2018-09-19T15:58:00.000Z,9,2018,Wednesday,2,8,58,19
"Hackberry, Arizona",Natural attractions,Nature & Outdoors,Arizona,35.3691614,-113.7271643,2018-05-27T09:09:45.000Z,5,2018,Sunday,6,2,9,27
"Los Angeles, California",Entertainment and cultural attractions,Entertainment & Culture,California,34.0536909,-118.2427666,2019-02-01T06:41:43.000Z,1,2019,Thursday,3,22,41,31
New York - New York Hotel & Casino Las Vegas,Hotels and Resorts,Travel & Hospitality,Nevada,36.1021436,-115.174494632801,2019-01-31T22:08:45.000Z,1,2019,Thursday,3,14,8,31
Monument Valley,Natural attractions,Nature & Outdoors,Arizona,36.9820026,-110.1108327,2019-01-31T21:23:57.000Z,1,2019,Thursday,3,14,23,31
"Yosemite National Park, USA",Natural attractions,Nature & Outdoors,California,37.84054795,-119.516587798025,2019-01-31T20:56:09.000Z,1,2019,Thursday,3,12,56,31
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2019-01-31T18:39:35.000Z,1,2019,Thursday,3,10,39,31
"Seattle, Washington",Cultural attractions and outdoors,Entertainment & Culture,Washington,47.6038321,-122.3300624,2019-01-31T18:29:43.000Z,1,2019,Thursday,3,10,29,31
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2019-01-31T17:42:19.000Z,1,2019,Thursday,3,9,42,31
New York Public Library,Attractions,Tourist Attractions,New York,40.7533445,-73.9821523605632,2019-01-31T16:56:32.000Z,1,2019,Thursday,3,11,56,31
Tennessee,Travel and Transit,Travel & Transit,Tennessee,35.7730076,-86.2820081,2019-01-31T16:26:52.000Z,1,2019,Thursday,3,10,26,31
"Santa Monica, California",Beach and boardwalk,Beach & Waterfront,California,34.0250724,-118.4965129,2019-01-31T15:59:17.000Z,1,2019,Thursday,3,7,59,31
"Wickenburg, Arizona",Historical and cultural,Historical & Cultural,Arizona,33.968096200000005,-112.73013529999999,2019-01-31T09:41:58.000Z,1,2019,Thursday,3,2,41,31
"Golden Gate Bridge, San Francisco, California, Usa",Landmarks and Monuments,Historical & Cultural,California,37.8303213,-122.4797496,2019-01-31T09:25:58.000Z,1,2019,Thursday,3,1,25,31
"Bangor, Maine",Residential,Residential,Maine,44.8011821,-68.7778138,2019-01-31T04:41:29.000Z,1,2019,Wednesday,2,23,41,30
LaGuardia Airport,Airport,Travel & Transit,New York,40.7757145,-73.8733639851154,2019-01-31T04:36:50.000Z,1,2019,Wednesday,2,23,36,30
Monument Valley,Natural attractions,Nature & Outdoors,Arizona,36.9820026,-110.1108327,2019-01-26T20:19:08.000Z,1,2019,Saturday,5,13,19,26
Monument Valley,Natural attractions,Nature & Outdoors,Arizona,36.9820026,-110.1108327,2019-01-25T22:52:32.000Z,1,2019,Friday,4,15,52,25
"Williams, Arizona",Natural attractions,Nature & Outdoors,Arizona,35.2503394,-112.1869481,2019-01-24T02:36:45.000Z,1,2019,Wednesday,2,19,36,23
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2019-01-23T08:23:11.000Z,1,2019,Wednesday,2,0,23,23
Carlsbad Caverns National Park,Natural attractions,Nature & Outdoors,New Mexico,32.1212489,-104.601230629794,2019-01-31T03:09:04.000Z,1,2019,Wednesday,2,20,9,30
"Miami, Florida",Beach and nightlife,Beach & Waterfront,Florida,25.7742658,-80.1936589,2019-01-31T01:40:15.000Z,1,2019,Wednesday,2,20,40,30
Newark Liberty International Airport,Airport,Travel & Transit,New Jersey,40.68906405,-74.1772548503535,2019-01-31T01:18:10.000Z,1,2019,Wednesday,2,20,18,30
The Venetian Resort Las Vegas,Hotels and Resorts,Travel & Hospitality,Nevada,36.183938,-115.320301,2019-01-31T01:06:14.000Z,1,2019,Wednesday,2,17,6,30
"Dallas, Texas",Business and cultural attractions,Business & Tech,Texas,32.7762719,-96.7968559,2019-01-31T00:42:34.000Z,1,2019,Wednesday,2,18,42,30
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2019-01-30T21:51:48.000Z,1,2019,Wednesday,2,16,51,30
White Sands National Monument,Natural attractions,Nature & Outdoors,New Mexico,32.7350236,-106.2468497,2019-01-30T00:06:12.000Z,1,2019,Tuesday,1,17,6,29
"Santa Fe, New Mexico",Cultural attractions and outdoors,Entertainment & Culture,New Mexico,35.6869996,-105.9377997,2019-01-28T04:03:17.000Z,1,2019,Sunday,6,21,3,27
Hollywood Walk of Fame,Attractions,Tourist Attractions,California,34.1016624,-118.3418479,2019-01-30T21:41:32.000Z,1,2019,Wednesday,2,13,41,30
Connecticut,Travel and Transit,Travel & Transit,Connecticut,41.6500201,-72.7342163,2019-01-30T18:35:47.000Z,1,2019,Wednesday,2,13,35,30
The Venetian Resort Las Vegas,Hotels and Resorts,Travel & Hospitality,Nevada,36.183938,-115.320301,2019-01-30T16:40:54.000Z,1,2019,Wednesday,2,8,40,30
Smithsonian National Air & Space Museum,Attractions,Tourist Attractions,Virginia,38.91089855,-77.4440969019326,2019-01-30T14:06:00.000Z,1,2019,Wednesday,2,9,6,30
"Santa Monica, California",Beach and boardwalk,Beach & Waterfront,California,34.0250724,-118.4965129,2019-01-30T12:22:39.000Z,1,2019,Wednesday,2,4,22,30
"Davenport, California",Natural attractions,Nature & Outdoors,California,37.0116166,-122.1919134,2017-05-27T01:04:09.000Z,5,2017,Friday,4,18,4,26
Disney Springs,Attractions,Tourist Attractions,Florida,28.3711613,-81.5183685546346,2019-01-30T09:52:05.000Z,1,2019,Wednesday,2,4,52,30
World of Coca-Cola,Attractions,Tourist Attractions,Georgia,33.7628669,-84.3925584235843,2019-01-30T09:27:10.000Z,1,2019,Wednesday,2,4,27,30
"Seattle, Washington",Cultural attractions and outdoors,Entertainment & Culture,Washington,47.6038321,-122.3300624,2019-01-30T04:29:34.000Z,1,2019,Tuesday,1,20,29,29
Brooklyn Bridge,Landmarks and Monuments,Historical & Cultural,New York,40.7010428,-73.9903534,2019-01-30T02:16:48.000Z,1,2019,Tuesday,1,21,16,29
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2019-01-30T01:06:09.000Z,1,2019,Tuesday,1,17,6,29
"Key West, Florida",Beach and nightlife,Beach & Waterfront,Florida,24.5625566,-81.7724368,2019-01-29T23:17:19.000Z,1,2019,Tuesday,1,18,17,29
"New Orleans, Louisiana",Cultural attractions and nightlife,Entertainment & Culture,Louisiana,29.9499323,-90.0701156,2019-01-29T23:00:41.000Z,1,2019,Tuesday,1,17,0,29
Hollywood - Los Angeles,Attractions,Tourist Attractions,California,34.093214,-118.31961240000001,2019-01-29T21:30:22.000Z,1,2019,Tuesday,1,13,30,29
American Museum of Natural History,Attractions,Tourist Attractions,New York,40.78109345,-73.974251001475,2019-01-29T19:22:52.000Z,1,2019,Tuesday,1,14,22,29
"Hollister, California",Natural attractions,Nature & Outdoors,California,36.8524545,-121.40160209999999,2019-01-29T18:36:15.000Z,1,2019,Tuesday,1,10,36,29
"Boulder, Colorado",Outdoors and natural attractions,Nature & Outdoors,Colorado,40.0149856,-105.2705456,2019-01-29T18:35:25.000Z,1,2019,Tuesday,1,11,35,29
New York Public Library,Attractions,Tourist Attractions,New York,40.7533445,-73.9821523605632,2019-01-29T18:11:48.000Z,1,2019,Tuesday,1,13,11,29
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2019-01-29T17:38:11.000Z,1,2019,Tuesday,1,12,38,29
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2018-08-30T19:00:38.000Z,8,2018,Thursday,3,12,0,30
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2019-01-29T15:24:00.000Z,1,2019,Tuesday,1,7,24,29
"Naples, Florida",Beach and relaxation,Beach & Waterfront,Florida,26.1421976,-81.7942944,2019-01-29T11:36:25.000Z,1,2019,Tuesday,1,6,36,29
The Library of Congress,Attractions,Tourist Attractions,Virginia,38.44201835,-77.9730693913369,2019-01-29T10:41:04.000Z,1,2019,Tuesday,1,5,41,29
Hollywood Hills,Attractions,Tourist Attractions,South Carolina,34.0795976,-81.0187018,2019-01-29T10:20:00.000Z,1,2019,Tuesday,1,5,20,29
Saks Fifth Avenue OFF 5TH,Shopping,Shopping & Dining,Minnesota,44.9777165,-93.27193340000001,2019-01-29T08:48:40.000Z,1,2019,Tuesday,1,2,48,29
Downtown LA,Attractions,Tourist Attractions,Missouri,38.6260958,-90.1901359,2019-01-29T08:44:12.000Z,1,2019,Tuesday,1,2,44,29
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2019-01-29T08:36:06.000Z,1,2019,Tuesday,1,0,36,29
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2019-01-29T08:25:49.000Z,1,2019,Tuesday,1,0,25,29
"San Francisco, California",Cultural attractions and landmarks,Entertainment & Culture,California,37.7792808,-122.4192363,2019-01-29T04:37:20.000Z,1,2019,Monday,0,20,37,28
"Times Square, New York City",Attractions,Tourist Attractions,New York,40.75728055,-73.9858550354592,2019-01-29T01:30:46.000Z,1,2019,Monday,0,20,30,28
Universal Studios Hollywood,Entertainment,Entertainment & Culture,California,34.13917485,-118.35430470886,2019-01-29T00:59:09.000Z,1,2019,Monday,0,16,59,28
Universal Studios Hollywood,Entertainment,Entertainment & Culture,California,34.13917485,-118.35430470886,2019-01-29T00:45:55.000Z,1,2019,Monday,0,16,45,28
"Times Square, New York City",Attractions,Tourist Attractions,New York,40.75728055,-73.9858550354592,2019-01-28T21:12:23.000Z,1,2019,Monday,0,16,12,28
"DUMBO, Brooklyn",Attractions,Tourist Attractions,New York,40.7029052,-73.9901167,2019-01-28T21:04:59.000Z,1,2019,Monday,0,16,4,28
Brooklyn Bridge,Landmarks and Monuments,Historical & Cultural,New York,40.7010428,-73.9903534,2019-01-28T21:01:06.000Z,1,2019,Monday,0,16,1,28
"Boulder City, Nevada",Natural attractions,Nature & Outdoors,Nevada,35.9787638,-114.8337739,2019-01-28T20:19:43.000Z,1,2019,Monday,0,12,19,28
"Chicago, Illinois",Cultural attractions and landmarks,Entertainment & Culture,Illinois,41.8755616,-87.6244212,2019-01-28T18:32:32.000Z,1,2019,Monday,0,12,32,28
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2019-01-28T17:57:29.000Z,1,2019,Monday,0,12,57,28
Bellagio Las Vegas,Hotels and Resorts,Travel & Hospitality,Nevada,36.11311495,-115.177006452287,2019-01-28T14:13:47.000Z,1,2019,Monday,0,6,13,28
"Philadelphia, Pennsylvania",Cultural attractions and landmarks,Entertainment & Culture,Pennsylvania,39.9527237,-75.1635262,2019-01-28T13:51:38.000Z,1,2019,Monday,0,8,51,28
"Miami, Florida",Beach and nightlife,Beach & Waterfront,Florida,25.7742658,-80.1936589,2019-01-28T13:30:15.000Z,1,2019,Monday,0,8,30,28
Santa Monica Pier,Beaches,Beach & Waterfront,California,34.0104863,-118.4960635,2019-01-28T10:37:00.000Z,1,2019,Monday,0,2,37,28
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2019-01-28T08:57:00.000Z,1,2019,Monday,0,0,57,28
"Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1071554,-115.141831861085,2019-01-28T08:12:51.000Z,1,2019,Monday,0,0,12,28
Red Rock Canyon National Conservation Area,Natural attractions,Nature & Outdoors,Nevada,36.0410311,-115.516774004544,2019-01-27T21:21:09.000Z,1,2019,Sunday,6,13,21,27
Horseshoe Bend,Natural attractions,Nature & Outdoors,Arizona,36.880453,-111.5161335,2019-01-27T18:32:59.000Z,1,2019,Sunday,6,11,32,27
"San Antonio, Texas",Historical and cultural,Historical & Cultural,Texas,29.4246002,-98.4951405,2019-01-27T16:28:30.000Z,1,2019,Sunday,6,10,28,27
Arizona,Travel and Transit,Travel & Transit,Arizona,34.395342,-111.7632755,2019-01-27T15:40:52.000Z,1,2019,Sunday,6,8,40,27
Brooklyn Bridge,Landmarks and Monuments,Historical & Cultural,New York,40.7010428,-73.9903534,2019-01-27T14:59:29.000Z,1,2019,Sunday,6,9,59,27
The Library of Congress,Attractions,Tourist Attractions,Virginia,38.44201835,-77.9730693913369,2019-01-27T13:46:23.000Z,1,2019,Sunday,6,8,46,27
Disney's Animal Kingdom,Attractions,Tourist Attractions,Florida,28.36076735,-81.5914841136809,2019-01-27T13:12:30.000Z,1,2019,Sunday,6,8,12,27
Roosevelt Island Tramway,Landmarks and Monuments,Historical & Cultural,New York,40.7590955,-73.9590103,2019-01-27T10:48:07.000Z,1,2019,Sunday,6,5,48,27
Universal Orlando Resort,Attractions,Tourist Attractions,Florida,28.47086385,-81.4678007930985,2019-01-27T09:18:19.000Z,1,2019,Sunday,6,4,18,27
"Austin, Texas",Cultural attractions and nightlife,Entertainment & Culture,Texas,30.2711286,-97.7436995,2019-01-27T08:04:27.000Z,1,2019,Sunday,6,2,4,27
Hollywood Walk of Fame,Attractions,Tourist Attractions,California,34.1016624,-118.3418479,2019-01-27T07:00:27.000Z,1,2019,Saturday,5,23,0,26
Golden Gate Bridge,Landmarks and Monuments,Historical & Cultural,California,37.8176155,-122.478312403719,2019-01-27T02:45:58.000Z,1,2019,Saturday,5,18,45,26
"Seattle, Washington",Cultural attractions and outdoors,Entertainment & Culture,Washington,47.6038321,-122.3300624,2019-01-27T02:15:54.000Z,1,2019,Saturday,5,18,15,26
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2019-01-27T02:07:34.000Z,1,2019,Saturday,5,21,7,26
Grand Canyon National Park,Natural attractions,Nature & Outdoors,Arizona,36.30785475,-112.292896037024,2019-01-26T21:03:56.000Z,1,2019,Saturday,5,14,3,26
"South Beach, Miami",Beaches,Beach & Waterfront,Florida,25.7744291,-80.1332415,2019-01-26T19:55:35.000Z,1,2019,Saturday,5,14,55,26
The Chicago Theatre,Attractions,Tourist Attractions,Illinois,41.8854984,-87.6272611899348,2019-01-26T18:21:41.000Z,1,2019,Saturday,5,12,21,26
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2019-01-26T07:22:32.000Z,1,2019,Friday,4,23,22,25
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2019-01-26T10:15:31.000Z,1,2019,Saturday,5,5,15,26
Griffith Observatory,Attractions,Tourist Attractions,California,34.11821875,-118.300293321966,2019-01-26T09:58:39.000Z,1,2019,Saturday,5,1,58,26
Brooklyn Bridge,Landmarks and Monuments,Historical & Cultural,New York,40.7010428,-73.9903534,2019-01-26T08:54:55.000Z,1,2019,Saturday,5,3,54,26
Pike Place Market,Shopping,Shopping & Dining,Washington,47.60939675,-122.34141017674,2019-01-26T07:05:21.000Z,1,2019,Friday,4,23,5,25
Pike Place Market,Shopping,Shopping & Dining,Washington,47.60939675,-122.34141017674,2019-01-26T06:31:15.000Z,1,2019,Friday,4,22,31,25
"Seattle, Washington",Cultural attractions and outdoors,Entertainment & Culture,Washington,47.6038321,-122.3300624,2019-01-26T06:26:00.000Z,1,2019,Friday,4,22,26,25
Downtown LA,Attractions,Tourist Attractions,Missouri,38.6260958,-90.1901359,2019-01-26T05:32:15.000Z,1,2019,Friday,4,23,32,25
"Philadelphia, Pennsylvania",Cultural attractions and landmarks,Entertainment & Culture,Pennsylvania,39.9527237,-75.1635262,2019-01-26T05:04:23.000Z,1,2019,Saturday,5,0,4,26
"San Diego, California",Beach and outdoors,Beach & Waterfront,California,32.7174209,-117.1627714,2019-01-26T02:30:24.000Z,1,2019,Friday,4,18,30,25
Universal Orlando Resort,Attractions,Tourist Attractions,Florida,28.47086385,-81.4678007930985,2019-01-26T00:48:27.000Z,1,2019,Friday,4,19,48,25
Universal Orlando Resort,Attractions,Tourist Attractions,Florida,28.47086385,-81.4678007930985,2019-01-26T00:27:16.000Z,1,2019,Friday,4,19,27,25
"South Beach, Miami",Beaches,Beach & Waterfront,Florida,25.7744291,-80.1332415,2019-01-25T23:08:17.000Z,1,2019,Friday,4,18,8,25
"Las Vegas, Nevada",Casinos and entertainment,Entertainment & Culture,Nevada,36.1662859,-115.149225,2019-01-25T23:08:02.000Z,1,2019,Friday,4,15,8,25
Arizona,Travel and Transit,Travel & Transit,Arizona,34.395342,-111.7632755,2019-01-25T15:15:23.000Z,1,2019,Friday,4,8,15,25
Arizona,Travel and Transit,Travel & Transit,Arizona,34.395342,-111.7632755,2019-01-25T15:12:46.000Z,1,2019,Friday,4,8,12,25
Statue of Liberty National Monument,Attractions,Tourist Attractions,New York,40.68981375,-74.0451390334562,2019-01-25T15:00:05.000Z,1,2019,Friday,4,10,0,25
"Santa Monica, California",Beach and boardwalk,Beach & Waterfront,California,34.0250724,-118.4965129,2019-01-25T14:45:25.000Z,1,2019,Friday,4,6,45,25
San Francisco Bay Area,Natural attractions,Nature & Outdoors,California,37.7884969,-122.3558473,2019-01-25T09:22:11.000Z,1,2019,Friday,4,1,22,25
Joshua Tree National Park,Natural attractions,Nature & Outdoors,California,33.89706715,-115.951115788683,2019-01-25T06:44:54.000Z,1,2019,Thursday,3,22,44,24
Washington Chinese Restaurant,Dining,Shopping & Dining,Washington,47.9918998,-122.20159822605,2019-01-25T05:52:50.000Z,1,2019,Thursday,3,21,52,24
"New York, New York",Cultural attractions and landmarks,Entertainment & Culture,New York,40.7127281,-74.0060152,2019-01-25T05:25:42.000Z,1,2019,Friday,4,0,25,25
Corona del Mar State Beach,Beaches,Beach & Waterfront,California,33.5935341,-117.876056556769,2019-01-24T23:25:56.000Z,1,2019,Thursday,3,15,25,24
Warner Bros. Studio Tour Hollywood,Entertainment,Entertainment & Culture,California,34.1519737,-118.3366125,2019-01-24T22:49:22.000Z,1,2019,Thursday,3,14,49,24
Six Flags Magic Mountain,Attractions,Tourist Attractions,California,34.4248177,-118.59698801789,2019-01-24T21:00:43.000Z,1,2019,Thursday,3,13,0,24
Hollywood Sign,Attractions,Tourist Attractions,California,34.1340991,-118.3216523,2019-01-24T19:32:54.000Z,1,2019,Thursday,3,11,32,24
Hoover Dam,Attractions,Tourist Attractions,Arizona,36.01573205,-114.737163462739,2019-01-24T18:08:41.000Z,1,2019,Thursday,3,11,8,24
